Produto,Preço,Marca
Profenid Cetoprofeno 100mg/2ml Solução Injetável 6 Ampolas,"R$182,00",Profenid
"Pisa Dicloridrato De Pramipexol 0,750mg 30 Comprimidos","R$40,59",Pisa
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$160,00",Cetrolac
Gliclazida 30mg 30 Comprimidos Pharlab Genérico,"R$63,99",Pharlab
Anastrozol 1mg - 30 Comprimidos EMS Genérico,"R$24,89",Ems
Bromazepam 3mg 30 Comprimidos Aché Genérico,"R$149,94",Aché
Britens Tartarato De Brimonidina 2mg/Ml + Maleato De Timolol 5mg/Ml Solução Oftálmica Estéril 10ml,"R$9,15",Britens
Arcalion Sulbutiamina 200mg 20 Drágeas,"R$148,99",Arcalion
Daflon Diosmina 900mg + Hesperidina 100mg 60 Comprimidos,"R$55,19",Daflon
Paracetamol 500mg + Fosfato De Codeína 30mg 12 Comprimidos Biolab Genérico,"R$257,99",Biolab
Nimegon Met Fosfato De Sitagliptina Met 50mg + Cloridrato De Metformina 1000mg 56 Comprimidos,"R$23,19",Nimegon
Diovan HCT Valsartana 320mg + Hidroclorotiazida 25mg 28 Comprimidos,"R$237,85",Diovan Hct
Imuran Azatioprina 50mg 50 Comprimidos,"R$165,25",Imuran
Roxflan Besilato De Anlodipino 5mg 30 Comprimidos,"R$214,99",Roxflan
"Colchis Colchicina 0,5mg 30 Comprimidos","R$28,59",Colchis
Coglive Bromidrato De Galantamina 16mg 30 Cápsulas,"R$36,90",Coglive
"Drenison N Fludroxicortida 0,125mg/G + Sulfato De Neomicina 3,5mg/G Pomada Dermatológica 30g","R$27,71",Drenison N
"Avicis Alfaestradiol 0,25mg/Ml Solução Capilar 100ml","R$174,00",Avicis
Neupro Rotigotina 8mg 28 Adesivos Transdérmicos,"R$968,72",Neupro
"Indapen Sr Indapamida 1,5mg 30 Comprimidos","R$32,59",Indapen Sr
"Losartana Potássica 50mg + Hidroclorotiaziada 12,5mg 30 Comprimidos EMS Genérico","R$24,19",Ems
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$25,99",Bactrim
Sepurin Metenamina 120mg + Cloreto De Metiltionínio 20mg 20 Drágeas,"R$49,03",Sepurin
"Indapamida 1,5mg 30 Comprimidos Germed Genérico","R$15,39",Germed
Hidroquinona 40mg Gel 30g Legrand Genérico,"R$55,19",Legrand
Nimesulida 100mg 12 Comprimidos Neo Química Genérico,"R$19,29",Neo Química
Somalgin Cardio Ácido Acetilsalicílico 100mg 60 Comprimidos,"R$5,99",Somalgin Cardio
"Nesina Benzoato De Alogliptina 12,5mg + Cloridrato De Metformina 1000mg 60 Comprimidos","R$40,19",Nesina
Maleato De Timolol 5mg/Ml Solução Oftalmológica 5ml EMS Genérico,"R$151,48",Ems
Xigduo XR Dapagliflozina 10mg + Metformina XR 1000mg 30 Comprimidos,"R$8,95",Xigduo
Fenobarbital 40mg/Ml Solução Oral 20ml União Química Genérico,"R$226,89",União Química
"Acetato De Ciproterona 2mg + Etinilestradiol 0,035mg 63 Comprimidos Biosintética Genérico","R$7,69",Aché
Benevran Diclofenaco Potássico 50mg 20 Comprimidos,"R$36,79",Benevran
"Desloratadina 0,5mg/Ml Xarope 100ml Medley Genérico","R$16,59",Medley
Imussuprex Azatioprina 50mg 50 Comprimidos,"R$71,57",Imussuprex
Maxidrate 6mg Descongestionante Gel Nasal 30g,"R$169,98",Maxidrate
Clotrigel Clotrimazol 100mg/5g Creme Vaginal 20g + 3 Aplicadores,"R$48,79",Clotrigel
"Untral Biotina 2,5mg 30 Cápsulas","R$52,99",Untral
Cymbi Cloridrato De Duloxetina 60mg 60 Cápsulas,"R$123,90",Cymbi
"Ferane 35 Acetato De Ciproterona 2mg + Etinilestradiol 0,035mg 21 Drágeas","R$246,99",Ferane
Hetori Etoricoxib 60mg 14 Comprimidos,"R$33,59",Hetori
Vatis Cloridrato Propafenona 150mg 90 Comprimidos,"R$27,54",Vatis
Hetori Etoricoxib 90mg 14 Comprimidos,"R$119,99",Hetori
Puran T4 Levotiroxina Sódica 100mcg 30 Comprimidos,"R$116,48",Puran T4
Permese Dipropionato De Betametasona 5mg/Ml + Fosfato Dissodico De Betametasona 2mg/Ml Solução Injetável 1 Ampola De 1ml + Seringa,"R$138,48",Permese
Pregabalina 75mg Medley 30 Cápsulas - Genérico,"R$14,19",Medley
Daflon Diosmina 900mg + Hesperidina 100mg 60 Comprimidos,"R$11,35",Daflon
Fosfato Sódico De Prednisolona 3mg/Ml Solução Oral 60ml Aché Biosintética Genérico,"R$31,19",Aché
Secnidazol 1000mg 2 Comprimidos Sandoz Genérico,"R$23,52",Sandoz
Mestinon Piridostigmina 60mg 60 Comprimidos,"R$19,60",Mestinon
Hemifumarato De Quetiapina 25mg 30 Comprimidos EMS Genérico,"R$257,99",Ems
Infralax Cafeína 30mg + Carisoprodol 125mg + Diclofenaco Sódico 50mg + Paracetamol 300mg 15 Comprimidos,"R$13,69",Infralax
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$15,79",Cetrolac
Cloridrato De Metilfenidato 10mg 60 Comprimidos EMS Genérico,"R$54,19",Ems
Cefalexina 500mg 10 Cápsulas União Química Genérico,"R$18,79",União Química
Hemifumarato De Quetiapina 25mg 30 Comprimidos Sandoz Genérico,"R$6,65",Sandoz
Venzer Candesartana Cilexetila 16mg 30 Comprimidos,"R$63,99",Venzer
Evista Cloridrato De Raloxifeno 60mg 30 Comprimidos,"R$41,39",Evista
Difebril Dipirona Sódica 500mg/Ml Solução Gotas 20ml,"R$35,63",Difebril
Diovan HCT Valsartana 320mg + Hidroclorotiazida 25mg 28 Comprimidos,"R$10,09",Diovan Hct
Imuran Azatioprina 50mg 50 Comprimidos,"R$29,89",Imuran
Roxflan Besilato De Anlodipino 5mg 30 Comprimidos,"R$77,99",Roxflan
Coques Celecoxibe 200mg 30 Cápsulas,"R$348,98",Coques
Citrato De Sildenafila 50mg 8 Comprimidos Eurofarma Genérico,"R$4,10",Eurofarma
"Avicis Alfaestradiol 0,25mg/Ml Solução Capilar 100ml","R$165,25",Avicis
Aspirina Microativa Acido Acetilsalicilico 500mg 20 Comprimidos,"R$214,99",Aspirina
Vitamina D Addera D3 7.000UI 10 Comprimidos,"R$68,65",Addera D3
"Brasart HCT Valsartana 320mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$101,99",Brasart
"Naranety Cloridrato De Naratriptana 2,5mg 4 Comprimidos","R$18,75",Naranety
Cloridrato De Bupropiona 150mg 30 Comprimidos De Liberação Prolongada Eurofarma Genérico,"R$75,99",Eurofarma
Cialis Tadalafila 5mg 30 Comprimidos,"R$206,99",Cialis
Parkidopa Levodopa 250mg + Carbidopa 25mg 30 Comprimidos,"R$155,24",Parker Davis
Perlumes Algestona Acetofenida 150mg + Enantato De Estradiol 10mg Solução Injetável 1 Ampola De 1ml,"R$57,79",Perlumes
Venzer Candesartana Cilexetila 16mg 30 Comprimidos,"R$17,13",Venzer
Vitamina D Addera D3 7.000UI 4 Cápsulas,"R$77,99",Addera D3
"Previane Gestodeno 0,075mg + Etinilestradiol 0,02mg 63 Comprimidos","R$32,96",Previane
Reconter Oxalato De Escitalopram 10mg 60 Comprimidos,"R$59,99",Reconter
"Losartana Potássica 50mg + Hidroclorotiaziada 12,5mg 30 Comprimidos EMS Genérico","R$91,99",Ems
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$24,19",Bactrim
Sepurin Metenamina 120mg + Cloreto De Metiltionínio 20mg 20 Drágeas,"R$25,99",Sepurin
"Pisa Dicloridrato De Pramipexol 0,375mg 30 Comprimidos","R$49,03",Pisa
Lorax 2mg - Lorazepam - 30 Comprimidos,"R$86,99",Lorax
"Pisa Dicloridrato De Pramipexol 1,5mg 30 Comprimidos","R$50,99",Pisa
"Concor Hemifumarato De Bisoprolol 1,25mg 30 Comprimidos","R$338,00",Concor
Amoxicilina 500mg 15 Cápsulas EMS Genérico,"R$69,59",Ems
Mestinon Piridostigmina 60mg 60 Comprimidos,"R$11,19",Mestinon
Nevralgex Dipirona Monoidratada 300mg + Cafeína 50 Mg + Citrato De Orfenadrina 35 Mg 30 Comprimidos,"R$54,19",Nevralgex
Cilostazol 100mg 60 Comprimidos Eurofarma Genérico,"R$16,39",Eurofarma
Pant Minoxidil 50mg/Ml Solução Capilar 50ml,"R$41,39",Pant
LuftaGastro Sachê Líquido Menta 10ml,"R$80,99",Luftagastropro
Ezetimiba 10mg + Sinvastatina 20mg 30 Comprimidos EMS Genérico,"R$4,65",Ems
"Suavicid Acetonido De Fluocinolona 0,1mg + Hidroquinona 40mg + Tretinoina 0,5mg Creme 30g","R$64,79",Suavicid
Vytorin Ezetimiba 10mg + Sinvastatina 10mg 30 Comprimidos,"R$55,07",Vytorin
"Cetobeta Cetoconazol 20mg/G + Betametasona 0,64mg/G + Neomicina 2,5mg/G Creme Dermatológico 30g","R$165,99",Cetobeta
Amlovasc Besilato De Anlodipino 10mg 30 Comprimidos,"R$130,49",Amlovasc
Tandriflan Diclofenaco Sódico 50mg + Carisoprodol 125mg + Paracetamol 300mg + Cafeína 30mg 15 Comprimidos,"R$26,49",Tandriflan
Ultibro Maleato De Indacaterol 110mcg + Brometo De Glicopirronio 50mcg 30 Cápsulas Com Inalador,"R$14,44",Ultibro
"Quadriderm Valerato De Betametasona 0,5mg/G + Sulfato De Gentamicina 1,0mg/G + Tolnaftato 10mg/G + Clioquinol 10mg/G Creme 20g","R$18,09",Quadriderm
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$278,68",Cetrolac
Risperidona 2mg 30 Comprimidos Aché Genérico,"R$55,19",Aché
"Triaxin Ceftriaxona Sódica IM 1g Pó Para Solução Injetável 5 Ampolas De 3,5ml","R$63,99",Triaxin
Coques Celecoxibe 200mg 10 Cápsulas,"R$15,58",Coques
Eudok Oxalato De Escitalopram 10mg 30 Comprimidos,"R$13,41",Eudok
Nausilon B6 Dimenidrinato 25mg/Ml + Piridoxina 5mg/Ml Solução Oral 20ml,"R$220,99",Nausilon B6
"Cloridrato De Venlafaxina 37,5mg 30 Cápsulas Eurofarma Genérico","R$46,19",Eurofarma
Albendazol 400mg 1 Comprimido Mastigável Medley Genérico,"R$58,45",Medley
Diovan HCT Valsartana 320mg + Hidroclorotiazida 25mg 28 Comprimidos,"R$15,45",Diovan Hct
Imuran Azatioprina 50mg 50 Comprimidos,"R$9,00",Imuran
Roxflan Besilato De Anlodipino 5mg 30 Comprimidos,"R$20,59",Roxflan
Traumeel S Arnica 15mg + Associações Gotas 30ml,"R$5,95",Traumeel
"Cetobeta Cetoconazol 20mg/G + Betametasona 0,64mg/G + Neomicina 2,5mg/G Pomada Dermatológica 30g","R$165,25",Cetobeta
Cordarex Besilato De Anlodipino 5mg 60 Comprimidos,"R$214,99",Cordarex
Aspirina Microativa Acido Acetilsalicilico 500mg 20 Comprimidos,"R$28,59",Aspirina
"Avicis Alfaestradiol 0,25mg/Ml Solução Capilar 100ml","R$118,54",Avicis
Fenobarbital 40mg/Ml Solução Oral 20ml União Química Genérico,"R$7,69",União Química
Vesicare Succinato De Solifenacina 10mg 30 Comprimidos,"R$254,00",Vesicare
Tinidazol 30mg + Nitrato De Miconazol 20mg Creme Vaginal 40g + 7 Aplicadores Neo Química Genérico,"R$36,19",Neo Química
"Losartana Potássica 50mg + Hidroclorotiaziada 12,5mg 30 Comprimidos EMS Genérico","R$22,12",Ems
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$24,19",Bactrim
Sepurin Metenamina 120mg + Cloreto De Metiltionínio 20mg 20 Drágeas,"R$25,99",Sepurin
Terolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica 5ml,"R$49,03",Terolac
Zeel Rhus Toxicodendron D4 + Associações 50 Comprimidos Sublinguais,"R$56,79",Zeel
LuftaGastro Sachê Líquido Alginato De Sódio 100mg/Ml + Bicarbonato De Potássio 20mg/Ml Sabor Menta Suspensão Oral 12 Sachês Com 10ml Cada,"R$84,68",Luftagastropro
Flexalgin Paracetamol 300 Mg + Carisoprodol 125mg + Diclofenaco Sódico 50mg + Cafeina 30mg 15 Comprimidos,"R$47,99",Flexalgin
"Fibrinase Desoxirribonuclease 666UI + Fibrinolisina 1UI + Cloranfenicol 0,01g Pomada Dermatológica 10g","R$15,38",Fibrinase
"Desogestrel 0,075mg 84 Comprimidos Sandoz Genérico","R$38,19",Sandoz
Lanzopept Lansoprazol 30mg 14 Cápsulas,"R$47,59",Lanzopept
Labirin Dicloridrato De Betaistina 24mg 60 Comprimidos,"R$54,73",Labirin
"Fibrinase Desoxirribonuclease 666UI + Fibrinolisina 1UI + Cloranfenicol 0,01g Pomada Dermatológica 30g","R$56,03",Fibrinase
Amplium G Tinidazol 30mg + Nitrato De Miconazol 20mg Creme Vaginal 80g + 14 Aplicadores,"R$40,34",Amplium
Itraconazol 100mg 4 Cápsulas Eurofarma Genérico,"R$99,49",Eurofarma
Gastrol 20 Pastilhas Mastigáveis,"R$59,99",Gastrol
Flexalgin Paracetamol 300 Mg + Carisoprodol 125mg + Diclofenaco Sódico 50mg + Cafeina 30mg 30 Comprimidos,"R$26,29",Flexalgin
Tandriflan Diclofenaco Sódico 50mg + Carisoprodol 125mg + Paracetamol 300mg + Cafeína 30mg 15 Comprimidos,"R$21,42",Tandriflan
"Sorine Cloridrato De Nafazolina 0,5mg/Ml Solução Nasal 30ml","R$10,81",Sorine
Doxaprost Mesilato De Doxazosina 4mg 30 Comprimidos,"R$18,09",Doxaprost
Cloridrato De Metformina 750mg 30 Comprimidos Prati Donaduzzi Genérico,"R$25,79",Prati Donaduzzi
"Cetobeta Cetoconazol 20mg/G + Betametasona 0,64mg/G + Neomicina 2,5mg/G Creme Dermatológico 30g","R$27,76",Cetobeta
Hepatilon Solução Oral 150ml,"R$22,64",Hepatilon
Probiótico Florent 100mg 12 Cápsulas,"R$19,49",Florent
Cloridrato De Venlafaxina 150mg 30 Cápsulas De Liberação Controlada Eurofarma Genérico,"R$26,49",Eurofarma
Nausilon B6 Dimenidrinato 25mg/Ml + Piridoxina 5mg/Ml Solução Oral 20ml,"R$29,29",Nausilon B6
Aspirina C Ácido Acetilsalicílico 400mg + Ácido Ascórbico 240mg 2 Comprimidos,"R$24,15",Aspirina C
Reconter Oxalato De Escitalopram 10mg 60 Comprimidos,"R$23,92",Reconter
Vitamina D Addera D3 7.000UI 10 Comprimidos,"R$63,99",Addera D3
Bissulfato De Clopidogrel 75mg 28 Comprimidos EMS Genérico,"R$15,45",Ems
Mestinon Piridostigmina 60mg 60 Comprimidos,"R$9,00",Mestinon
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$9,39",Cetrolac
Oxcarbazepina 600mg 30 Comprimidos União Química Genérico,"R$91,99",União Química
Nasojet 9mg Descongestionante Spray 50ml,"R$68,65",Nasojet
Doxiciclina 100mg 20 Comprimidos Sandoz Genérico,"R$49,19",Sandoz
Hemifumarato De Quetiapina 100mg 30 Comprimidos Eurofarma Genérico,"R$54,19",Eurofarma
Aripiprazol 15mg 30 Comprimidos Sandoz Genérico,"R$63,99",Sandoz
Bromidrato De Galantamina 16mg 30 Cápsulas Prati Donaduzzi Genérico,"R$41,59",Prati Donaduzzi
Cloridrato De Bupropiona 150mg 60 Comprimidos De Liberação Prolongada 12 Horas Eurofarma Genérico,"R$15,39",Eurofarma
Diovan HCT Valsartana 320mg + Hidroclorotiazida 25mg 28 Comprimidos,"R$30,39",Diovan Hct
Imuran Azatioprina 50mg 50 Comprimidos,"R$60,40",Imuran
Roxflan Besilato De Anlodipino 5mg 30 Comprimidos,"R$184,00",Roxflan
Britens Tartarato De Brimonidina 2mg/Ml + Maleato De Timolol 5mg/Ml Solução Oftálmica Estéril 5ml,"R$137,48",Britens
Esomeprazol Magnésico Tri-Hidratado 20mg 28 Comprimidos Nova Química Genérico,"R$78,50",Nova Química
"Avicis Alfaestradiol 0,25mg/Ml Solução Capilar 100ml","R$165,25",Avicis
Lanzopept Lansoprazol 30mg 28 Cápsulas,"R$214,99",Lanzopept
Perola Desogestrel 75mcg 28 Comprimidos,"R$47,39",Perola
Cinarizina 25mg 30 Comprimidos Ranbaxy Genérico,"R$13,69",Ranbaxy
Meracilina Fenoximetilpenicilina Potássica 500UI 12 Comprimidos,"R$13,73",Meracilina
Cloridrato De Venlafaxina 150mg 30 Cápsulas De Liberação Controlada Eurofarma Genérico,"R$63,99",Eurofarma
Irritratil Maleato De Trimebutina 200mg 30 Cápsulas,"R$82,99",Irritratil
Clopixol Acuphase Acetato De Zuclopentixol 50mg/Ml Solução Injetável 1ml,"R$58,59",Clopixol
Cymbalta Cloridrato De Duloxetina 30mg 30 Cápsulas,"R$108,49",Cymbalta
Lanzopept Lansoprazol 30mg 14 Cápsulas,"R$54,73",Lanzopept
"Elani Ciclo Drospirenona 3mg + Etinilestradiol 0,03mg 21 Comprimidos","R$56,79",Elani Ciclo
Omenax Omeprazol 20mg 28 Cápsulas,"R$6,04",Omenax
Condroflex Sulfato De Glicosamina 500mg + Sulfato De Condroitina 400mg 90 Cápsulas,"R$178,86",Condroflex
Alivium Ibuprofeno 400mg 8 Cápsulas,"R$143,10",Alivium
Venlaxin XR Cloridrato De Venlafaxina 75mg 30 Cápsulas,"R$23,99",Venlaxin
"Losartana Potássica 50mg + Hidroclorotiaziada 12,5mg 30 Comprimidos EMS Genérico","R$105,99",Ems
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$24,19",Bactrim
Sepurin Metenamina 120mg + Cloreto De Metiltionínio 20mg 20 Drágeas,"R$25,99",Sepurin
Brintellix Vortioxetina 10mg 60 Comprimidos,"R$49,03",Brintellix
"Pilen Levonorgestrel 0,75mg 2 Comprimidos","R$661,97",Pilem
Daforin Cloridrato De Fluoxetina 20mg 30 Comprimidos,"R$3,66",Daforin
Britens Tartarato De Brimonidina 2mg/Ml + Maleato De Timolol 5mg/Ml Solução Oftálmica Estéril 5ml,"R$90,49",Britens
Sinvalip Sinvastatina 20mg 30 Comprimidos,"R$106,99",Sinvalip
Britens Tartarato De Brimonidina 2mg/Ml + Maleato De Timolol 5mg/Ml Solução Oftálmica Estéril 10ml,"R$52,59",Britens
Eudok Oxalato De Escitalopram 15mg 30 Comprimidos,"R$148,99",Eudok
Eparema 4 Drágeas,"R$65,97",Eparema
Mestinon Piridostigmina 60mg 60 Comprimidos,"R$9,63",Mestinon
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$54,19",Cetrolac
Glivance XR Metformina 500mg + Gliclazida 30mg 30 Comprimidos,"R$63,99",Glivance Xr
"Umma Nitrato De Butoconazol 20mg/G Creme Vaginal 6,5g + Aplicador","R$53,59",Umma
"Cordarex Besilato De Anlodipino 2,5mg 60 Comprimidos","R$106,98",Cordarex
Doxiciclina 100mg 15 Comprimidos Sandoz Genérico,"R$69,59",Sandoz
Rubenti Cloridrato De Mebeverina 200mg 60 Cápsulas,"R$36,79",Rubenti
Cloridrato De Lercanidipino 10mg 30 Comprimidos EMS Genérico,"R$222,98",Ems
Diovan HCT Valsartana 320mg + Hidroclorotiazida 25mg 28 Comprimidos,"R$94,49",Diovan Hct
Imuran Azatioprina 50mg 50 Comprimidos,"R$165,25",Imuran
Roxflan Besilato De Anlodipino 5mg 30 Comprimidos,"R$214,99",Roxflan
Acertil Perindopril Arginina 5mg 30 Comprimidos,"R$28,59",Servier
Bromidrato De Galantamina 24mg 30 Cápsulas Prati Donaduzzi Genérico,"R$69,97",Prati Donaduzzi
Divalproato De Sódio 250mg 20 Comprimidos Zydus Nikkho Genérico,"R$152,98",Zydus Brasil
Simeticona 75mg Sabor Cereja Gotas 15ml Medley Genérico,"R$19,96",Medley Simeticona
Lugano Fumarato De Formoterol 12mcg + Fluticasona 250mcg 60 Cápsulas,"R$17,19",Lugano
Neovangy Mr Trimetazidina 35mg 60 Comprimidos,"R$7,99",Neovangy Mr
Lanzopept Lansoprazol 30mg 28 Cápsulas,"R$95,49",Lanzopept
Foxis Celecoxibe 200mg 10 Cápsulas,"R$76,39",Foxis
"Risperdal Risperidona 0,50mg 10 Comprimidos","R$147,10",Risperdal
Flucovil Fluconazol 150mg 2 Cápsulas,"R$21,39",Flucovil
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$63,99",Cetrolac
Oxotron Loxoprofeno Sódico 60mg 15 Comprimidos,"R$40,59",Oxotron
Rubenti Cloridrato De Mebeverina 200mg 30 Cápsulas,"R$127,99",Rubenti
Dieloft Cloridrato De Sertralina 50mg 30 Comprimidos,"R$104,98",Dieloft
Revoc Maleato De Fluvoxamina 50mg 30 Comprimidos,"R$105,99",Revoc
Tobracort Tobramicina 3mg/G + Dexametasona 1mg/G Suspensão Oftálmica Estéril 5ml,"R$96,14",Tobracort
Lisador Dipirona 500mg + Adifenina 10mg + Prometazina 5mg 8 Comprimidos,"R$40,59",Lisador
Divalcon Er Divalproato De Sódio 250mg 60 Comprimidos,"R$24,22",Divalcon Er
"Cloridrato De Tansulosina 0,4mg EMS 60 Comprimidos - Genérico","R$71,49",Ems
Alivium Ibuprofeno 400mg 3 Cápsulas,"R$103,98",Alivium
"Sinustrat Vasoconstritor Cloreto De Benzalconio 0,1mg + Cloreto De Sodio 9mg Cloridrato De Nafazolina 0,5mg Solução Nasal 10ml","R$10,45",Sinustrat
"Latonan Latanoprosta 0,05mg + Maleato De Timolol 5mg Solução Oftálmica Estéril 2,5ml","R$7,32",Latonan
Suprema Valerato De Estradiol 2mg + Acetato De Noretisterona 1mg 28 Comprimidos,"R$19,07",Suprema
Keppra Levetiracetam 750mg 60 Comprimidos,"R$218,50",Keppra
Nebacimed Pomada Bisnaga 15g,"R$47,79",Nebacimed
Olmy Anlo Olmesartana Medoxomila 20mg + Besilato De Anlodipino 5mg 30 Comprimidos,"R$406,46",Olmy Anlo
Tylenol Sinus Paracetamol 500mg + Cloridrato De Pseudoefedrina 30mg 24 Comprimidos,"R$13,19",Tylenol
Cloridrato De Moxifloxacino 400mg 5 Comprimidos Eurofarma Genérico,"R$61,39",Eurofarma
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$49,11",Toperma
Benziflex Liz Clonixinato De Lisina 125mg + Cloridrato De Ciclobenzaprina 5mg 15 Comprimidos,"R$24,20",Benziflex
Haldol Haloperidol 2mg/Ml Solução Oral 30ml,"R$90,99",Haldol
Oxotron Loxoprofeno Sódico 60mg 30 Comprimidos,"R$191,99",Oxotron
Doxiciclina 100mg 15 Comprimidos Sandoz Genérico,"R$37,99",Sandoz
"Dexason Dexametasona 0,1mg/Ml Elixir 100ml","R$19,09",Dexason
Hemifumarato De Quetiapina 25mg 30 Comprimidos Sandoz Genérico,"R$78,49",Sandoz
"Picoprep Picossulfato De Sódio 10mg + Óxido De Magnésio 3,5g + Ácido Cítrico Anidro 12g Pó Para Solução 2 Sachês","R$36,79",Picoprep
"Daisan Cloridrato De Tramadol 37,5mg + Paracetamol 325mg 20 Comprimidos","R$8,21",Daisan
"Clavulin Bd Amoxicilina Tri-Hidratada 200mg + Clavulanato De Potássio 28,5mg Suspensão Oral 70ml","R$29,89",Clavulin Bd
Diovan HCT Valsartana 320mg + Hidroclorotiazida 25mg 28 Comprimidos,"R$50,29",Diovan Hct
Acertil Perindopril Arginina 5mg 30 Comprimidos,"R$63,99",Servier
Hemifumarato De Quetiapina 200mg 30 Comprimidos Medley Genérico,"R$102,99",Medley
Itraconazol 100mg 4 Cápsulas Geolab Genérico,"R$165,25",Geolab
Daivonex Calcipotriol 50 Mcg/G Pomada 30g,"R$69,97",Daivonex
Cefalexina 250mg/5ml Pó Para Suspensão Oral 100ml União Química Genérico,"R$120,99",União Química
Tadalafila 20mg 4 Comprimidos Eurofarma Genérico,"R$25,19",Eurofarma
Quetipin Hemifumarato De Quetiapina 100mg 30 Comprimidos,"R$128,00",Quetipin
Pivast Pitavastatina Cálcica 2mg 30 Comprimidos,"R$51,99",Pivast
Tetramed Cloridrato De Tetraciclina 500mg 100 Cápsulas,"R$33,19",Tetramed
Alivium Ibuprofeno 400mg 8 Cápsulas,"R$134,99",Alivium
Imuran Azatioprina 50mg 50 Comprimidos,"R$114,74",Imuran
Roxflan Besilato De Anlodipino 5mg 30 Comprimidos,"R$98,99",Roxflan
Rubenti Cloridrato De Mebeverina 200mg 60 Cápsulas,"R$111,49",Rubenti
Divalcon Er Divalproato De Sódio 250mg 30 Comprimidos,"R$23,99",Divalcon Er
Vazidin Mr Trimetazidina 35mg 30 Comprimidos,"R$214,99",Vazidin Mr
"Daisan Cloridrato De Tramadol 37,5mg + Paracetamol 325mg 10 Comprimidos","R$28,59",Daisan
Vazidin Mr Trimetazidina 35mg 60 Comprimidos,"R$222,98",Vazidin Mr
"Avicis Alfaestradiol 0,25mg/Ml Solução Capilar 100ml","R$48,79",Avicis
Insit Pregabalina 75mg 30 Cápsulas,"R$29,90",Insit
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$63,99",Cetrolac
Oxotron Loxoprofeno Sódico 60mg 15 Comprimidos,"R$40,59",Oxotron
Vick 44E Xarope Expectorante 120ml,"R$45,23",Vick
Ezetimiba 10mg + Sinvastatina 40mg 30 Comprimidos EMS Genérico,"R$31,66",Ems
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$117,48",Esogastro
Domperidona 10mg 60 Comprimidos Eurofarma Genérico,"R$307,00",Eurofarma
Trifamox IBL BD Amoxicilina 200mg + Sulbactam 50mg Pó Para Suspensão Oral 30g (60ml),"R$30,19",Trifamox Ibl
Zetron XL Cloridrato De Bupropiona 300mg 60 Comprimidos,"R$200,00",Zetron
Zetron XL Cloridrato De Bupropiona 150mg 30 Comprimidos,"R$204,00",Zetron
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$105,99",Torrent
Oxotron Loxoprofeno Sódico 60mg 30 Comprimidos,"R$42,39",Oxotron
Dexilant 60mg 60 Cápsulas,"R$78,49",Dexilant
Ginkgo Biloba 120mg 30 Comprimidos,"R$201,00",Bioginkgo
Domperidona 1mg/Ml Suspensão Oral 100ml Eurofarma Genérico,"R$47,99",Eurofarma
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$30,59",Eliquis
Foritus Cloridrato De Ciprofloxacino 500mg 14 Comprimidos,"R$100,30",Foritus
Tandrilax Diclofenaco Sódico 50mg + Carisoprodol 125mg + Paracetamol 300mg + Cafeína 30mg 30 Comprimidos,"R$57,19",Tandrilax
Pergo Dicloridrato De Hidroxizina 2mg/Ml Solução Oral 120ml,"R$28,39",Pergo
